Case #1: Impossible
28 3 256867
2 17 74090
4 22 157909
23 9 48438
12 30 36956
28 39 164725
12 32 99865
41 36 168601
26 33 101341
39 29 78870
41 30 102538
25 41 177443
15 39 33626
40 7 80328
19 4 115368
19 26 187231
4 2 107632
14 28 116546
24 20 118969
25 14 104173
22 5 31210
34 4 156806
6 13 132337
36 10 148762
32 41 120698
1 41 104386
33 16 104876
18 33 97608
12 13 104460
25 31 115844
20 9 108357
30 9 35029
13 10 142722
5 15 2352
2 7 117204
32 6 95525
14 35 138709
20 34 201249
21 40 197058
9 10 113773
9 35 165281
24 2 126802
33 36 97869
31 27 43578
21 37 213488
30 8 6231
30 21 214592
34 30 93806
16 29 153100
18 7 62148
31 3 136327
11 5 80370
33 31 53160
25 5 91972
2 32 118156
39 22 67188
11 6 95197
27 6 27447
25 26 220332
34 26 172705
22 7 110956
10 17 126787
4 26 186783
28 12 153455
20 37 58177
14 39 48179
41 26 195798
36 9 76464
8 5 23183
6 37 81882
23 27 37440
30 23 17105
10 40 65764
5 1 15104
28 25 220719
25 15 94324
3 1 113016
20 38 66567
41 10 89191
8 19 100202
1 32 90261
32 28 203904
16 3 193807
16 26 183398
28 9 146824
15 24 92406
7 26 156054
7 36 136358
16 21 102649
18 19 93325
33 10 76231
4 6 130263
31 28 170858
3 34 160295
19 16 128488
15 4 124347
11 38 79780
2 18 99350
35 10 144355
10 31 107599
38 8 118204
17 37 97309
26 24 203318
12 5 24708
26 12 160534
38 6 115389
12 21 217839
3 7 168464
17 35 133664
22 35 178414
19 29 148957
39 25 127950
37 33 77267
39 19 110652
21 22 181647
11 3 169088
29 22 74102
28 40 159537
23 29 73253
22 23 61571
5 36 71103
33 8 34232
8 1 8079
40 4 95909
29 28 147237
1 33 26153
14 13 128874
4 9 144776
10 12 115700
40 5 30790
37 4 111960
25 21 166791
11 39 86140
28 1 143851
5 23 30361
23 13 116826
12 22 55918
11 4 126112
35 15 144852
39 34 112832
7 11 624
32 14 87358
28 26 254562
11 19 30553
36 17 102194
34 18 137909
17 5 31091
9 8 41260
36 12 91107
6 24 104171
33 3 88931
20 21 192996
7 38 80404
24 39 58780
15 38 97373
5 39 35978
20 29 166857
30 25 108924
32 27 82236
21 31 239729
33 7 90795
21 32 171085
21 15 205582
16 14 122409
12 15 22356
34 2 119853
23 20 124548
32 10 131649
12 40 50794
7 5 79746
18 32 18806
4 18 160580
3 37 154936
41 29 140390
9 13 134750
29 1 57996
16 40 94409
40 41 120072
34 25 173530
33 6 56921
25 1 107076
4 14 138900
24 32 128218
21 4 212185
35 8 140179
10 1 80592
9 38 113098
35 13 119829
30 6 32616
20 33 135444
6 25 112340
15 40 28438
25 32 167129
11 29 122832
29 5 42892
6 15 18016
31 18 98462
1 14 27305
34 1 91958
10 28 224443
13 37 148987
24 16 171631
12 34 91207
23 32 105518
35 26 218851
3 5 128120
33 40 10467
41 24 114064
26 2 133659
37 36 122830
31 9 60188
12 33 61261
14 2 55200
36 25 163075
12 38 108323
16 20 90347
9 15 20429
3 20 203047
6 9 38445
35 32 210040
15 11 78018
26 9 158607
13 34 193527
16 27 117287
40 30 17534
19 36 167535
16 35 141604
33 2 79552
38 21 126429
3 12 148124
31 41 100000
28 22 159957
27 37 73297
33 29 84149
18 35 192648
5 20 124395
10 21 250655
31 11 88577
4 33 85442
7 28 208493
10 7 50695
4 36 180998
23 14 42562
8 4 119674
29 32 118049
40 31 42693
27 29 49971
18 11 62772
24 36 63287
36 26 197142
37 22 97428
19 12 97192
37 35 144028
25 9 110049
21 9 221307
7 21 199960
3 40 99398
8 22 54393
31 32 117268
35 38 165384
28 5 128747
11 14 92571
14 19 118266
27 24 97859
27 38 102100
19 31 108567
40 11 80952
28 8 151930
27 2 50078
4 13 151897
14 3 140321
26 29 168707
40 22 62000
36 29 107018
2 25 134971
8 36 79795
11 17 111461
13 18 173024
34 22 112768
13 17 104611
19 35 147436
15 8 20831
39 40 36560
25 13 41282
30 24 81502
32 26 144649
36 22 102313
20 1 109291
9 12 42785
16 11 97935
7 39 85516
5 14 12201
22 20 130378
12 20 144399
34 19 131425
2 30 55247
1 26 125426
30 15 14600
22 15 33562
19 28 234812
5 38 95021
7 13 162515
29 6 56283
31 2 80406
41 16 131708
29 38 137913
14 37 78419
39 3 133890
36 31 98723
21 34 278889
12 16 132103
8 20 113674
24 40 95340
34 17 112649
13 28 245420
21 6 223598
13 39 122443
19 22 137275
33 25 133229
19 6 125750
4 3 174373
22 10 126906
32 33 116414
17 29 73983
16 7 97311
14 12 36909
32 7 80954
35 29 108018
18 6 76719
20 35 202205
40 25 122762
12 29 67600
27 4 125608
18 30 73303
32 15 77509
24 10 85475
37 28 194965
5 35 147204
9 34 99635
15 13 114321
28 30 145699
28 24 195125
15 34 79206
3 21 296456
17 20 155486
15 18 58703
32 38 92216
27 14 19280
37 25 152475
23 8 23336
7 30 62794
6 5 20368
9 39 54055
38 16 23780
20 7 71705
41 4 106801
28 34 210305
12 18 81059
41 37 53272
32 22 106367
16 4 109536
2 16 153207
27 3 135199
36 13 173285
25 16 202180
3 15 125768
3 38 217587
11 24 74944
38 2 138020
41 7 39744
8 29 66075
31 4 138602
14 24 78579
22 3 159330
19 40 111505
32 17 106248
9 27 25156
37 5 66218
4 38 133316
7 15 77394
27 10 102775
9 3 146197
11 22 111580
33 35 117510
12 25 116680
18 25 148323
32 20 125603
16 15 112560
28 27 135826
39 1 20874
2 6 22631
18 17 87442
15 17 33443
31 14 54312
23 1 15257
2 9 61076
23 16 94838
36 20 181007
19 21 231137
25 17 108905
21 39 231120
25 4 110615
36 15 68751
16 10 148006
5 27 7079
4 28 255446
14 8 35384
5 18 56351
19 38 110333
21 35 244253
34 40 81831
38 24 154724
23 18 86712
38 22 63811
7 34 156600
19 5 106065
35 11 158180
23 41 119643
18 8 79534
16 36 132524
35 1 132100
3 10 165162
17 6 51459
37 40 66800
2 19 148381
7 9 96447
24 13 181223
9 19 124142
13 38 204110
29 24 47888
4 30 113443
18 9 38274
17 8 54274
25 19 168876
32 40 105947
26 31 148737
5 2 42999
11 1 65266
9 22 49287
36 34 59657
26 20 200703
24 21 274280
10 18 112843
3 32 157059
8 34 100037
29 18 99243
40 6 46454
5 33 41257
4 17 101596
17 30 48043
21 41 234357
37 34 143072
31 17 67590
9 37 84295
33 34 71364
5 16 110208
23 24 94911
29 13 159565
16 6 130576
35 28 255255
30 27 24031
14 10 107897
2 3 121249
12 4 146703
26 6 156194
28 20 203317
22 30 48162
32 5 75157
10 37 64223
12 39 55982
2 1 53399
40 27 37869
41 27 104577
30 36 73564
5 10 95696
40 36 87402
41 13 174562
6 41 117866
17 1 46195
29 14 30691
8 39 28953
20 18 106797
17 40 61881
18 3 175865
23 34 82260
29 7 122208
18 36 114738
20 27 131474
10 4 161673
17 24 121871
41 14 109699
24 19 105497
27 25 84893
27 33 48336
22 16 78998
1 12 35108
4 5 126699
10 2 133991
11 10 50071
38 25 186993
17 14 43292
29 9 60969
36 32 133544
36 27 78182
7 27 86825
6 8 38847
8 2 61478
24 3 192670
30 39 22722
31 12 29898
18 38 109327
23 36 86973
32 8 98340
39 33 47027
6 39 51642
30 3 111168
33 30 28001
29 25 134864
26 15 138178
26 10 177572
11 32 81578
2 22 74209
23 35 128406
34 41 122858
19 30 93971
25 3 207922
8 16 118174
21 26 286047
23 21 197487
11 25 138323
8 40 23765
16 34 176240
37 16 110839
10 30 82440
15 31 39759
17 23 61452
17 33 72348
25 10 184004
2 23 68656
3 17 157815
27 26 147609
33 28 170004
22 17 62301
7 8 69025
41 18 101892
12 35 166304
41 17 128589
24 8 87733
21 29 246122
24 34 122944
39 36 92590
20 13 207164
1 36 71716
24 37 60792
6 7 94573
3 23 99827
39 38 130999
41 33 130539
14 18 68552
8 13 105952
27 8 30262
28 18 185098
23 11 80523
37 8 55497
4 23 96338
24 22 121990
26 30 123578
9 17 49168
41 20 107618
39 37 71988
21 5 203230
35 36 203816
5 9 18077
15 19 108417
12 23 50365
14 34 93759
19 32 112131
27 39 43057
8 21 220823
2 12 63003
6 12 40372
20 4 170137
28 21 263179
31 16 137102
22 27 38289
11 34 157224
4 32 177972
5 24 90780
11 30 63418
21 18 189891
4 29 140086
27 11 87449
37 23 66371
36 38 156304
17 7 110837
41 12 105759
37 7 13528
29 40 73682
5 41 97498
17 19 137156
37 11 14152
38 1 110125
15 20 122043
16 17 141299
36 6 50735
22 13 147883
35 7 157556
2 21 207608
39 18 92329
39 17 67069
16 30 111943
35 27 154283
1 40 15686
41 28 226245
27 18 63430
7 4 125488
17 26 145405
38 14 107222
10 20 122400
2 36 73366
40 35 127977
31 37 74425
24 25 182752
32 30 92109
7 24 74320
41 22 128708
29 34 124450
14 7 91947
12 8 43187
31 35 159107
31 6 57775
36 3 184732
7 19 31177
9 32 57080
40 38 118189
13 26 179050
25 7 138947
3 35 206441
17 27 24012
31 23 42264
22 33 72467
32 16 68436
6 1 30768
5 30 16952
16 28 160530
19 1 95819
12 37 86222
29 30 59844
12 17 55799
39 2 74273
4 24 164437
13 40 117255
27 13 118140
38 37 93932
1 22 46314
30 37 49266
18 24 109412
41 39 119219
8 26 129809
41 19 8567
27 34 88637
11 36 136982
31 1 27007
22 6 51578
40 26 111808
40 23 429
20 14 136596
37 32 67426
24 12 114486
41 8 108769
18 16 87242
3 26 12410
21 27 196151
9 11 97071
31 7 87953
15 33 38905
24 9 108857
22 31 73321
6 20 140059
15 27 9431
21 14 215431
7 1 64642
35 30 133948
Case #40: Impossible
Case #41: Impossible
Case #42: 200
1 10 275840
20 27 169231
26 11 221453
29 26 112669
13 23 181270
29 15 203057
2 4 37521
23 8 131581
21 3 104879
15 2 192176
21 5 209535
30 18 224263
29 3 145147
15 4 219402
4 16 202470
16 21 157956
7 1 295066
5 3 104656
21 8 108316
8 6 201051
6 5 247171
11 5 130191
9 4 55909
2 27 75344
5 16 86085
3 6 179805
22 24 295082
14 1 207041
6 10 202700
16 29 137527
21 27 138695
2 1 254451
6 11 377362
15 19 121848
27 19 136670
17 29 125194
10 30 265755
28 25 53401
2 23 177889
17 30 138169
24 1 227643
5 8 120573
27 11 147949
21 30 223095
28 17 88086
28 10 137247
29 25 120951
17 4 170074
4 28 143742
18 8 133885
2 13 38096
12 11 296633
27 9 93732
14 12 78806
4 14 76715
16 3 142775
2 6 262230
29 4 211292
8 9 144646
23 19 84492
9 3 88877
11 29 246376
27 1 179107
25 22 180257
23 4 140368
17 6 177661
19 14 20839
18 9 68499
22 6 190994
21 22 197036
8 27 50914
17 8 60916
21 12 89874
24 17 194309
11 23 154174
7 6 267648
20 12 159332
3 20 97546
14 5 87636
19 13 141542
30 15 280375
22 2 233077
4 13 75617
10 12 199839
30 16 65139
14 13 152332
6 4 273540
16 27 120393
14 23 63653
30 24 249145
23 1 203415
8 13 164354
11 21 286644
15 16 215236
3 2 107265
27 22 157733
23 25 198638
15 11 307308
22 18 277844
26 14 141108
16 26 89325
8 14 96487
26 3 158128
29 9 192159
12 1 251807
25 24 114825
25 6 253954
30 1 206452
16 9 214125
29 10 69697
10 27 168124
9 5 193533
25 12 179751
17 12 174800
18 11 223012
16 2 195737
5 22 270955
3 19 3819
13 16 233833
15 18 105289
29 7 215965
7 25 95014
30 29 202666
11 10 244722
23 22 257188
13 12 207147
5 24 149916
15 28 235885
16 8 69479
9 15 173788
7 8 168452
10 21 109965
25 16 142917
21 23 185552
30 4 267609
7 27 117538
23 16 62102
30 7 270701
6 29 133003
17 14 157403
11 22 263415
26 30 154464
10 18 194466
4 11 215766
21 29 40268
14 25 134985
30 20 113977
12 6 182609
23 27 182495
6 20 246671
7 2 42194
18 25 97587
17 27 57209
1 16 141313
28 2 106221
1 17 121898
8 15 239174
28 13 144317
20 15 215575
1 18 202761
16 22 195086
7 21 176806
19 29 141328
2 12 169051
9 24 43617
7 19 108864
16 17 73030
16 28 127394
17 9 150941
23 15 153134
7 13 80290
22 15 261048
23 9 169550
24 4 99526
20 17 121868
8 11 198863
30 3 207914
1 29 206143
7 4 79715
8 26 44621
28 27 30877
25 3 117965
25 13 90916
9 21 153000
25 9 71208
21 14 121899
4 8 163779
26 12 191095
13 18 124983
8 20 118317
26 24 203388
13 26 186944
28 9 124609
10 13 281564
12 8 175293
17 23 135132
3 14 17020
17 25 79733
25 27 22524
27 29 98427
Case #43: 545
39 8 180117
38 42 164348
10 16 190711
22 39 137781
1 31 174005
22 28 110160
30 10 149763
5 9 34345
9 11 188883
11 36 145281
17 36 108471
4 39 128778
33 38 69450
32 1 195097
37 20 93650
3 4 125407
24 10 91344
12 41 59665
36 35 163431
41 3 149626
32 28 158859
13 42 154898
27 23 88438
13 36 67549
5 40 174548
31 10 137359
21 10 176710
31 3 114968
2 35 122004
9 29 121259
32 11 73121
9 34 99060
1 42 178750
12 9 71391
35 37 147489
16 12 76054
17 25 37913
15 28 108988
21 19 64220
18 25 126192
36 1 209341
22 42 196234
38 1 176297
4 27 102249
38 31 163765
15 13 56839
8 40 217626
34 20 152404
3 18 20078
8 34 176643
30 42 115026
17 27 156381
7 42 91939
7 6 147671
6 24 164621
25 8 242251
8 21 100576
4 36 120574
34 30 89973
35 28 106017
26 36 110393
12 21 126488
8 12 221397
35 7 121602
30 26 154571
19 20 65610
33 30 91491
10 42 194971
33 39 187763
38 39 118313
25 31 86204
38 12 135669
32 4 118220
6 10 184137
32 21 144328
30 29 112172
2 8 222811
26 24 76473
23 4 136663
17 42 140582
7 36 82760
23 10 196489
16 25 172468
32 5 140473
33 37 87962
23 22 194668
18 28 113523
27 36 186495
39 16 140921
40 41 182665
42 41 184394
41 23 181419
26 1 132635
8 19 125145
35 11 80361
34 38 96322
2 6 145898
6 4 79610
6 3 195528
30 9 165539
13 33 183738
33 19 59922
17 40 168774
20 23 90386
18 5 104735
5 42 124126
23 14 198194
15 2 124975
25 12 105257
2 36 149702
28 39 151905
35 10 25142
40 38 126231
13 41 77244
27 42 191360
34 4 126636
33 20 41027
36 5 124927
22 38 193781
5 30 150520
6 19 164375
7 13 127816
1 37 206962
24 29 109264
21 16 184072
11 25 199047
11 39 244383
23 19 70954
9 21 185089
33 4 144687
12 24 136896
37 13 132365
6 9 109070
23 2 168620
6 14 116324
24 37 145819
20 6 196441
35 18 118149
32 38 165760
4 9 58126
3 32 105666
27 18 148466
29 10 170399
16 36 26084
15 18 4535
35 4 167764
29 3 86465
7 27 169315
33 25 171476
1 40 98434
9 33 137610
4 40 185824
10 2 97387
36 31 96497
22 34 171181
35 29 175466
11 22 181504
27 16 196739
8 5 220794
42 26 100749
6 15 174097
38 24 176123
31 4 88528
8 38 134673
18 31 94890
18 12 113943
40 3 60417
28 8 233686
42 18 109397
25 41 136689
2 20 140845
2 31 99120
36 34 141160
34 7 116271
33 29 151464
14 9 39144
10 38 135063
15 41 134083
31 22 156521
22 32 212581
20 7 140036
34 29 22199
23 25 224450
19 22 203309
16 35 189515
34 39 137438
42 25 145583
26 8 197417
13 11 77732
3 26 128864
28 14 13587
25 3 146270
32 7 108286
35 1 188345
34 40 124683
2 41 140007
26 20 139447
10 27 162075
31 21 173015
2 18 129510
33 2 157588
9 38 133363
10 34 148200
11 17 161134
3 16 113847
37 36 199914
40 42 149736
17 31 81203
39 13 166651
10 17 56156
33 22 172699
39 23 56887
38 11 144955
8 11 171783
34 11 151343
16 23 183111
13 38 128262
3 12 134021
24 15 47412
10 41 154932
21 22 153298
20 11 172503
42 6 138815
2 28 43161
16 5 151011
6 38 154847
31 9 52338
29 22 193380
27 35 136933
22 1 17484
38 14 136768
17 28 25244
9 35 131574
2 25 55830
35 33 146692
29 20 174603
10 40 115053
18 6 178632
10 22 164386
26 15 104251
25 36 146384
29 39 115239
41 21 186153
41 14 110433
34 13 73611
2 38 107194
28 26 41763
36 32 191046
6 21 203440
9 13 111151
23 3 214028
38 16 169727
39 3 174424
30 19 151413
6 34 134444
19 7 158931
2 13 126008
16 18 93769
1 8 237046
29 15 61852
29 2 74596
35 15 113614
19 4 84765
22 7 142784
14 7 55809
26 23 183821
29 36 118961
39 20 147273
1 3 89431
4 10 143147
17 21 167200
12 33 66219
8 37 136756
38 30 160941
35 31 135339
10 20 179084
12 40 123000
37 25 136021
16 6 174100
36 8 261378
41 33 125884
39 31 210576
35 17 80773
7 2 85383
11 27 121707
27 39 145325
37 34 58754
15 7 76618
29 19 108993
14 20 111271
12 2 118173
1 30 63724
42 35 169829
39 2 189835
19 35 119449
31 33 112746
33 32 150705
1 12 159371
27 33 77406
18 13 52304
26 17 39833
39 40 234841
4 41 130269
41 31 106192
6 28 102737
20 30 132518
3 38 160588
20 24 159568
30 25 171977
22 2 126147
28 19 140827
15 39 158881
3 33 117198
38 19 9528
4 42 101873
29 12 168931
17 23 209851
13 40 132799
18 21 139122
14 40 179347
37 32 180508
18 40 80495
24 35 66202
19 18 130982
33 21 60269
17 13 140016
21 5 150744
13 25 145017
8 35 244594
36 30 165638
14 25 26256
31 16 122581
1 23 212152
15 33 141811
30 23 222367
17 2 41231
35 23 171347
7 41 92455
13 31 141553
31 11 167670
28 30 159308
6 37 192415
14 30 145721
15 37 98407
22 12 175574
6 30 169821
9 24 87441
31 15 90355
3 10 163369
38 26 122395
42 3 89319
13 29 51412
39 17 177149
32 14 145272
25 28 39843
32 31 94549
31 12 46527
19 25 153496
14 22 96573
14 1 114057
9 3 139832
28 34 139956
2 3 149588
21 42 160675
24 34 87065
1 10 181870
4 28 88921
24 11 146563
30 15 50320
7 40 155790
16 24 145716
26 10 95989
40 22 115918
37 10 172631
23 42 198652
3 8 161603
38 28 150355
14 27 144724
16 40 174264
26 35 120606
18 1 109509
12 36 49970
35 30 124621
21 4 148985
38 29 118521
37 9 148909
27 29 126477
5 41 115232
18 29 66387
39 1 155265
40 19 116703
22 20 207844
27 6 181859
39 24 206293
13 21 142607
39 42 187983
31 37 179311
11 30 100296
8 18 141525
27 15 143931
11 15 134571
1 2 143631
6 22 88613
21 20 101296
36 15 124388
41 9 131056
12 13 117519
9 1 143603
19 14 127240
22 25 113231
30 41 175333
25 9 55802
21 35 151568
26 27 149407
17 3 108357
23 37 98994
29 16 92877
39 25 191748
31 5 64747
26 5 23377
32 18 125744
34 23 157748
7 12 32790
21 11 71207
6 39 49168
13 14 128359
28 23 208792
27 25 170980
35 13 158093
15 25 121657
23 33 130876
21 38 73748
2 42 148589
30 2 175295
19 13 137790
39 30 200131
42 8 96668
17 37 131020
1 6 106097
8 20 185191
33 17 163955
9 39 158238
9 42 111717
36 38 185639
14 31 69546
37 26 137941
24 32 177691
3 13 72382
4 24 123631
28 33 165885
18 7 81153
25 6 142580
40 35 89911
19 41 185806
31 26 41370
13 10 183235
12 4 107581
15 12 109408
18 23 193950
27 21 50500
19 3 151060
2 34 96795
1 11 164020
20 35 166003
29 7 138470
7 39 196839
40 33 56781
6 17 127981
25 20 137527
19 34 86794
40 9 140203
20 18 178303
34 3 64266
29 8 191771
32 29 192131
28 16 159799
3 27 168544
38 27 27012
28 9 52731
7 16 108844
5 35 97229
10 33 171834
5 15 100200
5 2 34373
42 11 89468
39 12 164807
33 34 146716
37 19 28040
6 35 208754
5 28 18386
25 29 130426
10 14 67813
14 15 95401
41 22 207006
3 28 133601
42 16 196363
23 13 141646
5 3 124813
26 33 126642
41 20 166911
16 19 179255
20 1 196242
20 3 158225
21 1 170782
32 12 141076
23 29 172126
2 26 57750
26 16 136477
26 9 10968
13 8 193829
19 24 173859
22 18 126993
8 31 174870
20 32 109678
15 20 182838
2 27 115150
3 7 101231
24 13 104251
32 35 153482
34 21 94934
17 32 156929
37 30 148727
26 18 108786
15 32 130279
41 29 128656
23 24 237549
37 27 45524
12 27 136525
17 30 134064
36 40 172970
38 37 37568
10 25 94069
20 36 157216
11 28 186378
33 7 99009
9 2 68718
42 37 196855
35 25 118686
2 16 167473
15 23 197401
17 8 220193
21 40 117050
34 5 131168
32 40 166083
31 27 183052
Case #44: 208
1 2 106285
31 22 203700
33 36 187626
33 37 132875
19 26 166883
27 10 142007
23 29 115741
10 19 62779
3 30 195875
13 14 274056
9 33 2578
29 16 352770
34 21 190666
38 1 69847
4 27 105963
35 2 109344
3 17 36844
12 24 292201
24 25 213117
34 22 254677
32 9 141333
28 23 197167
14 26 62721
31 18 291296
31 9 52360
18 26 126144
3 5 135229
22 26 301327
14 24 357176
7 35 106186
25 13 202528
15 25 114634
38 18 253310
28 25 193184
34 30 127921
30 33 170642
34 14 117436
37 14 229946
37 4 172871
30 38 143250
8 31 99156
25 14 187902
26 37 167225
3 1 64732
37 5 170846
17 26 153440
3 38 59839
35 33 106140
7 14 224486
1 11 109312
22 6 235099
28 38 119063
18 12 359839
22 37 236976
24 22 268770
25 21 165444
16 28 304347
6 14 200599
34 13 311909
13 3 196980
30 9 169129
37 16 347263
5 27 168749
35 30 265810
15 37 135826
4 26 143268
5 18 254474
4 2 43200
35 24 141010
31 30 213984
13 18 347459
22 36 260269
39 19 28248
39 24 218998
16 17 341419
12 25 234632
16 38 244736
1 37 169743
12 31 177887
6 33 90134
39 3 89565
16 1 255131
36 1 247929
23 18 224652
4 38 67388
15 32 146862
35 17 175431
28 20 177983
33 14 200734
25 26 159733
14 32 68619
3 16 304575
7 22 149340
15 18 233939
8 16 302950
5 25 60287
7 32 171455
6 30 211084
37 39 132253
14 27 296364
20 34 242629
8 26 170055
7 3 76213
31 35 160546
1 7 83265
30 27 223956
31 26 187795
21 36 236231
6 26 222991
10 34 180056
38 8 61170
17 6 159425
3 22 134889
21 6 138739
16 20 368610
16 30 387986
31 39 97504
17 27 177389
23 14 157437
2 16 281234
2 6 99240
22 39 106196
29 13 200076
11 10 103722
3 26 170460
8 13 254324
22 23 194143
39 14 257852
12 19 130041
32 13 243518
8 28 177277
2 38 36498
29 5 145563
25 11 131111
30 20 186222
6 37 223009
15 31 57889
10 37 103549
9 26 135435
33 3 32447
12 17 192240
15 6 93085
2 26 147119
23 36 144329
9 36 185048
24 26 307265
34 19 120233
3 15 35398
8 30 204420
6 18 245370
35 37 124740
23 35 99108
11 2 78919
22 13 328945
9 27 110676
9 6 87556
1 5 180136
15 27 111049
1 31 137625
5 23 29822
14 19 229604
28 13 310928
20 24 197916
18 4 196894
23 37 185950
38 34 118755
21 39 98681
7 39 43144
2 9 11684
28 6 236311
3 8 121009
7 2 52872
6 27 198232
27 21 149661
3 18 269337
27 31 148484
14 17 186451
26 39 195131
12 26 250064
6 23 163094
2 29 125977
1 28 49216
25 38 139075
15 22 166265
39 13 222880
24 29 157643
29 4 82777
20 36 175862
21 22 204877
33 13 165762
21 10 87670
35 1 189451
17 11 139104
25 2 118973
29 38 139193
4 21 93757
5 24 269940
31 2 64044
35 5 128930
5 21 152408
20 3 64035
27 18 302857
38 31 70734
34 3 178594
34 27 199461
2 5 105986
2 22 172420
35 38 122560
Case #45: 481
16 19 82649
20 8 133987
23 17 139197
11 32 266155
30 22 172209
24 25 101704
10 17 104693
21 26 25739
13 28 105254
24 5 93003
5 19 94228
11 18 128885
31 33 68509
24 27 117736
5 33 83053
15 9 25932
32 18 137270
1 20 104677
19 18 78354
21 15 37616
15 8 53417
15 12 69260
15 20 104324
23 9 100498
7 23 76276
33 27 107786
11 21 99447
16 20 167562
17 28 97565
6 12 132872
13 7 70004
6 21 149346
30 21 179962
20 25 129837
22 20 110433
14 30 178420
20 9 78392
30 16 229338
1 25 49620
18 12 69643
22 25 83486
25 4 1045
13 16 112867
21 1 29468
24 9 50259
32 23 264023
1 13 49982
33 8 95904
9 7 52888
21 20 118186
25 18 49650
2 1 112933
17 31 66899
32 13 124328
14 3 200496
22 1 58326
13 25 75142
13 11 156951
21 27 79161
20 11 109289
9 2 114758
19 29 89553
32 9 163525
3 32 306412
10 9 65994
3 16 213192
6 28 107182
3 11 218024
